TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.xpn.xwiki.objects.classes.BaseClass,CRASH,1.0,1,1
com.xpn.xwiki.objects.classes.BaseClass,CRASH,1.0,1,1
com.xpn.xwiki.objects.classes.BaseClass,CRASH,1.0,1,1
com.xpn.xwiki.objects.classes.BaseClass,CRASH,1.0,1,1
